RR_l_0,RR_l_0/RR_l_1,RR_l_1,RR_l_1/RR_l_2,RR_l_2,RR_l_2/RR_l_3,RR_l_3,RR_l_3/RR_l_4,RR_r_0,RR_r_0/RR_r_1,RR_r_1,RR_r_1/RR_r_2,RR_r_2,RR_r_2/RR_r_3,RR_r_3,RR_r_3/RR_r_4,seq_size,signal_mean,signal_std,wl_side,wr_side,P_val,Q_val,R_val,S_val,T_val,P_pos,Q_pos,R_pos,S_pos,T_pos,tsne_x,tsne_y,label
0.0961015412511332,0.1891259543515261,0.0936329588014981,0.1715976595726761,0.0980926430517711,0.1902848848213253,0.0917347865576748,0.3412547646540271,0.1000901713255184,0.1472642797081122,0.0975609756097561,0.1797800607208627,0.0980926430517711,0.1831071208456429,0.1004524886877828,0.1878468005037924,0.1727053140096618,0.6468957769030381,0.1918884765871544,0.3012048192771084,0.1005154639175257,0.2865212157374857,0.6206118253235923,0.5293410839176118,0.66884995259049,0.6199507675827763,0.5042735042735043,0.5535714285714286,0.5365853658536585,0.4787878787878788,0.6777777777777777,24.72204,10.496815,0
0.0661831368993653,0.1817874498204099,0.0683520599250936,0.1908174274316511,0.0599455040871934,0.1913060246578013,0.0544959128065395,0.3333488307220233,0.0649233543733092,0.146992281367652,0.0609756097560975,0.1924352451012098,0.0544959128065395,0.1788475337923372,0.0597285067873303,0.1674493063542917,0.108695652173913,0.4316305866465968,0.2502119411093976,0.2008032128514056,0.0644329896907216,0.1612747235970631,0.3818665784096514,0.385436414789741,0.5909700916216869,0.4834723117134571,0.4786324786324787,0.5178571428571429,0.5426829268292682,0.496969696969697,0.7166666666666667,-2.892298,-0.83031225,0
0.1767905711695376,0.3700200910435434,0.0646067415730337,0.1773856896392357,0.064486830154405,0.0543560307113957,0.2688465031789282,0.6117962385749349,0.2506762849413886,0.4106990895108507,0.0581613508442776,0.1684923832522079,0.0663033605812897,0.180522918681578,0.0705882352941176,0.0492173364593828,0.2898550724637681,0.7100183110168148,0.0526896178916326,0.2208835341365461,0.2512886597938144,0.3143470838481409,0.7892010927903769,0.1898581021021301,0.7295663253867481,0.6421270299728958,0.3076923076923077,0.2916666666666667,0.2865853658536585,0.2303030303030303,0.3833333333333333,16.924913,-39.167343,1
0.0435176790571169,0.1015962267316828,0.1142322097378277,0.2189930716443644,0.0835603996366939,0.1757210174398735,0.0881017257039055,0.3434128975530249,0.0901713255184851,0.1513814511692656,0.0834896810506566,0.1781178149958079,0.0853769300635785,0.1966901397009392,0.0787330316742081,0.1845876967553873,0.1594202898550724,0.6242255431296373,0.1370478469175563,0.2891566265060241,0.0902061855670103,0.2956061185902456,0.597187579618473,0.368721059452035,0.7341149559133374,0.532380453716816,0.5726495726495727,0.5595238095238095,0.548780487804878,0.4909090909090909,0.8388888888888889,-2.14577,-5.711481,0
0.2257479601087942,0.454130439919428,0.0636704119850187,0.1652182327263077,0.0717529518619436,0.1919675063925805,0.0653950953678474,0.3371288136579123,0.0721370604147881,0.1555801736301168,0.0619136960600375,0.1743006835274788,0.0663033605812897,0.1777352072158791,0.0723981900452488,0.1861688829346935,0.1243961352657004,0.7020789101543123,0.0723722860486841,0.2289156626506024,0.0721649484536082,0.312155206656289,0.7715387841073175,0.1466498789224229,0.6787162138227855,0.6592434470826746,0.5384615384615385,0.5416666666666667,0.548780487804878,0.4909090909090909,0.7722222222222223,13.237814,-29.890972,1
0.1106074342701722,0.4261843872387106,0.0168539325842696,0.0609942436691874,0.1262488646684832,0.4205709496491625,0.0236148955495004,0.2512280920860913,0.0234445446348061,0.0577807083058596,0.1135084427767354,0.383747991453746,0.0245231607629427,0.0840655425713928,0.1076923076923077,0.3739261049960635,0.0531400966183574,0.7338974554675469,0.0631265923766284,0.144578313253012,0.0231958762886597,0.3707142536227367,0.8120062986952554,0.2602758462080509,0.835169021943419,0.6357019719667496,0.4957264957264957,0.636904761904762,0.6219512195121951,0.5757575757575758,0.6666666666666666,13.003269,-25.271944,1
0.0670897552130553,0.1748158705158494,0.0739700374531835,0.1818430445482386,0.0708446866485013,0.1846788350033852,0.0690281562216167,0.3371597074781788,0.0775473399458972,0.1505133750109347,0.0712945590994371,0.1816572227834096,0.0708446866485013,0.1861840707072445,0.0714932126696832,0.1804682479458821,0.1268115942028985,0.6626276189598219,0.1124517584642639,0.2208835341365461,0.0773195876288659,0.2851664178552336,0.7287035932607082,0.232408600056593,0.6616016887889187,0.6427209101178764,0.452991452991453,0.5119047619047619,0.5243902439024389,0.4727272727272728,0.7555555555555555,-19.863052,-8.544939,1
0.0353581142339075,0.1817874498204099,0.0365168539325842,0.1891457893646139,0.030881017257039,0.179935426744161,0.0317892824704813,0.3382873319179051,0.0414788097385031,0.1562623322104468,0.0309568480300187,0.1805392282675845,0.0317892824704813,0.1709397836646693,0.0407239819004524,0.1765095763533577,0.0652173913043478,0.739865623147395,0.5171496847970599,0.1285140562248996,0.0412371134020618,0.4479908195730345,0.6982811272078525,0.631216393540063,0.511320991534222,0.6832148590159417,0.4957264957264957,0.5416666666666667,0.5365853658536585,0.5090909090909091,0.8055555555555555,6.344191,38.364445,0
0.2774252039891206,0.5481770191111808,0.0617977528089887,0.1729961640440654,0.064486830154405,0.1833341953136931,0.0635785649409627,0.2146945967162599,0.0730387736699729,0.040207368983234,0.3058161350844278,0.2641490801994273,0.1970935513169845,0.4187283426605824,0.0606334841628959,0.1702536756397168,0.1135265700483091,0.694300136416578,0.0963800834709041,0.1887550200803212,0.0734536082474226,0.3161144839761762,0.7557300043377176,0.2131703702514326,0.6931625681497576,0.65712004241109,0.4188034188034188,0.5238095238095238,0.5060975609756097,0.4606060606060606,0.788888888888889,15.559078,-31.210094,1
0.0679963735267452,0.1803646785337649,0.0711610486891385,0.1776570068945663,0.0708446866485013,0.1875622755733761,0.067211625794732,0.2198867657466383,0.0739404869251578,0.1448196423158533,0.0722326454033771,0.0572634329807709,0.2742960944595822,0.1245117709657142,0.4054298642533936,0.4034951600156236,0.1243961352657004,0.6785277411738379,0.0825952333983715,0.2248995983935743,0.0734536082474226,0.2856527690461541,0.7233782287931968,0.1678166156885164,0.6713856503966062,0.6602530920338133,0.6923076923076924,0.5238095238095238,0.5426829268292682,0.4848484848484849,0.7722222222222223,-31.080862,-14.708183,1
