RR_l_0,RR_l_0/RR_l_1,RR_r_0,R_val,P_val,signal_std
146.0,1.0579710144927537,149.0,1.039900043612197,0.1275448298591294,0.1711256062293618
122.0,0.6630434782608695,155.0,1.0253680348496934,0.3540504352098091,0.1867735222814693
151.0,0.967948717948718,147.0,0.3656334699415647,-0.2208741733652362,0.1394713204592966
148.0,1.0,150.0,0.6357454325527866,0.2657626124342511,0.2030487131120244
406.0,0.7463235294117647,145.0,0.3783932192411099,-0.1169263045818193,0.1118835655602165
146.0,0.9798657718120806,144.0,0.4041552644012209,-0.0996138664139167,0.1143269665512629
534.0,2.225,142.0,0.5478679758109023,-0.1084912310471535,0.1445611906955088
149.0,0.3688118811881188,151.0,0.4498648312987512,-0.2205298196914123,0.1405193823674596
148.0,1.0,146.0,0.2642418105437324,-0.157369947176834,0.1120935003106123
138.0,0.9078947368421052,149.0,0.4781403060146967,-0.2486876889660805,0.1518531718453897
107.0,1.244186046511628,208.0,0.4694930551389591,-0.3576094459124294,0.156455793985562
154.0,1.0266666666666666,151.0,0.5738704468422094,-0.1365372389498322,0.1492650111549817
137.0,0.9383561643835616,144.0,0.4442357594244885,-0.2574703267438876,0.141350867611131
150.0,0.7894736842105263,192.0,0.3742109302714066,-0.3122201739803156,0.1303643439933376
143.0,0.3743455497382199,506.0,0.5230033704331245,-0.1127889447236181,0.0992455666398179
396.0,2.848920863309353,377.0,0.6140121495378519,-0.0361038359715987,0.1328093538520454
107.0,0.9385964912280702,83.0,1.3414376518142623,-0.2085730669904006,0.2986355067564682
144.0,0.993103448275862,148.0,0.748512445101434,0.0352490155694558,0.1529384095464163
145.0,0.4073033707865168,300.0,0.3569669388156017,-0.2772106798294925,0.1279686114625356
144.0,0.9536423841059604,151.0,0.6677486849628631,-0.2448351507719269,0.1710222027848608
140.0,1.037037037037037,181.0,0.1784837248279468,-0.3022002456015981,0.1070246818993339
143.0,0.9930555555555556,143.0,0.4382095532953091,-0.0281619086652686,0.1226645610810068
370.0,2.7007299270072997,321.0,0.2678320112155193,-0.1396040050270374,0.0952821125240669
148.0,1.0068027210884354,358.0,0.6575517072931224,-0.0389491051964935,0.1267222025686818
109.0,0.558974358974359,192.0,0.7156081364137908,-0.2473020627341625,0.1543793754012428
136.0,0.912751677852349,153.0,0.5308248341467209,-0.236287407779783,0.1524960270791974
369.0,2.5985915492957745,148.0,0.4212138337486119,-0.1939630240644184,0.1437373051779605
142.0,0.9342105263157896,148.0,0.5760164235743784,-0.1673171489231071,0.1555110569150617
144.0,1.0212765957446808,362.0,0.2358045191882521,-0.2830423769392686,0.102870319791073
146.0,0.9668874172185432,151.0,0.4245216243533938,-0.2728435191817321,0.1515365712977807
143.0,0.9285714285714286,149.0,0.5343063165243694,-0.2105569305383581,0.1434817172914403
145.0,1.0069444444444444,148.0,0.6992905158313256,-0.0725883625280545,0.1589523696931343
148.0,1.034965034965035,142.0,0.3254214598668075,-0.1742920815602723,0.125734519495979
148.0,1.0277777777777777,399.0,0.335682785575326,-0.1715547153063603,0.0919965046178458
146.0,1.028169014084507,149.0,0.6040096913923709,-0.2818677500837748,0.1672555154233156
148.0,1.0136986301369864,145.0,0.3203559941185506,-0.1582647787317437,0.1231990918878612
271.0,1.9496402877697845,631.0,0.521051242695179,-0.1714075865171754,0.1078802457914727
148.0,0.4698412698412698,151.0,0.4376586511938852,-0.2687235409833287,0.1476075948671152
145.0,0.3815789473684211,149.0,0.62988393510172,-0.1803298429696431,0.1605262238155506
272.0,2.060606060606061,367.0,0.5516653235661536,-0.0921213815031706,0.1186126173171119
215.0,2.087378640776699,216.0,1.6363658115462345,-0.2851743760103586,0.3077146225609733
145.0,0.9602649006622516,148.0,0.3301310805361889,-0.2144609026875935,0.1271337679545767
219.0,2.1683168316831685,205.0,1.6853329068677765,-0.2500753768844221,0.3302991344521764
110.0,1.375,217.0,0.4960942592380471,-0.4126543575623023,0.1403884803062135
153.0,1.0408163265306123,148.0,0.830150120533291,-0.0491756956260771,0.166148924213808
206.0,1.1704545454545454,186.0,1.295898477617009,-1.0134746513514648,0.3917891153731725
217.0,2.358695652173913,205.0,1.1442563332130649,0.0713812491061167,0.1544377883694188
386.0,2.880597014925373,146.0,0.3426122765826385,-0.2175909340866686,0.1354970632782622
242.0,1.7285714285714286,145.0,0.7641179202704054,0.0127215199171796,0.1556061457308638
148.0,1.0,149.0,0.8887996850445457,0.0096578518314773,0.1586585174882047
136.0,0.9066666666666666,480.0,0.4356262911635066,-0.0210278560487393,0.1066107773957159
145.0,1.0431654676258992,142.0,0.3029178638664827,-0.163345547407439,0.1272596538201245
146.0,0.9605263157894736,149.0,0.525797176758867,-0.1255234369606621,0.1315533215713861
149.0,0.407103825136612,149.0,0.5317943301005039,-0.1623319555454129,0.1478690289618188
146.0,1.006896551724138,144.0,0.4193040147917236,-0.2551330148224912,0.1588862173722179
145.0,0.3929539295392953,144.0,0.3130393147816945,-0.235,0.131364474182225
137.0,0.9448275862068966,146.0,0.5514915363279146,-0.1980129247692447,0.1578210014497267
147.0,0.98,148.0,0.4557413949024717,-0.2459424201046112,0.1468939613911982
132.0,1.015384615384615,98.0,1.2799115253455655,-0.2835303848513065,0.2617484480763257
149.0,1.0067567567567568,152.0,0.7260537947719283,-0.1480384442127726,0.1639369807127547
172.0,1.029940119760479,190.0,0.944137648746994,-0.2052129339425545,0.1608077234402707
145.0,0.9797297297297296,383.0,0.4889461537378338,-0.1510896098444273,0.1232906588079625
144.0,0.9863013698630136,152.0,0.4725521200354479,-0.1639434138688863,0.1478920495216649
152.0,1.0066225165562914,145.0,0.4165157090080616,-0.2558051957013635,0.1416468601933598
147.0,0.3868421052631579,371.0,0.4562824712418358,-0.1528668100201982,0.130658879876831
145.0,0.9731543624161074,379.0,0.6286313895822387,-0.2270469006530412,0.1430575397394422
86.0,0.4365482233502538,173.0,0.9086433264328924,-0.0996553065038881,0.1485078516481025
147.0,1.0,149.0,0.7052246932973024,-0.0171892434023916,0.1528309282761902
148.0,0.3449883449883449,376.0,0.4235697293706166,-0.238728530192432,0.1125328651575808
146.0,0.4159544159544159,152.0,0.7086337368188655,0.0144827742591315,0.1551193559085089
280.0,1.9444444444444444,152.0,0.7080080395794044,-0.299948938290615,0.1787698259112193
154.0,1.0547945205479452,153.0,0.5577999378779288,-0.1506565191348653,0.1494466778254158
213.0,0.9770642201834864,115.0,0.5752903163630569,-0.5501060422981607,0.9315043398762396
136.0,0.9444444444444444,148.0,0.5512261590557943,-0.1394050755340401,0.15204703561462
144.0,0.3860589812332439,138.0,0.6190690322685501,-0.0559160192382514,0.1426551035475677
145.0,1.013986013986014,148.0,0.6954414382731968,-0.1724991597331507,0.1669841765703175
146.0,1.006896551724138,147.0,0.4601085930521692,-0.0930433417868304,0.1281021072576267
147.0,0.392,386.0,0.4127402463945948,-0.0965951470621414,0.099886868890974
149.0,1.0067567567567568,141.0,0.2528406212296793,-0.146822722725501,0.1155114847732731
376.0,2.764705882352941,149.0,0.5456997329249623,-0.0081590071644587,0.1341657076770815
143.0,0.9930555555555556,148.0,0.4570078048777138,-0.2171703128518718,0.160046766656841
141.0,0.9657534246575342,391.0,0.4317395290924777,-0.1706405696134833,0.1216001683059037
136.0,0.9006622516556292,149.0,0.4560333664705774,-0.2061187141901602,0.144154679062558
143.0,0.9794520547945206,142.0,0.6053995275545626,-0.0060264760946551,0.1400163224658435
148.0,0.9866666666666668,150.0,0.7962232700105978,-0.0118560515415023,0.1552117807778453
142.0,0.9466666666666668,425.0,0.5858157583074438,-0.2119753270091283,0.1164211270118171
146.0,1.0,145.0,0.5556170911903249,-0.1898206383290603,0.1563844267985322
159.0,0.9814814814814816,201.0,0.8617665546345481,-0.309960058217284,0.1580041231655259
147.0,0.98,148.0,0.7866116800706164,0.0379107723374668,0.1499239223814723
137.0,0.9133333333333332,150.0,0.6370045498474148,-0.0460716649451611,0.1422069592603328
147.0,1.0208333333333333,149.0,0.4696437648615141,-0.177604869792431,0.1435338405022915
193.0,2.168539325842697,91.0,0.7790401201002554,0.1087128472962789,0.1286270391525271
242.0,1.704225352112676,151.0,0.5618664960687794,-0.1863745019224636,0.1490523079117523
390.0,1.387900355871886,144.0,0.6276856072269685,-0.1540463598456961,0.1530523479140799
148.0,1.0068027210884354,150.0,0.505496141034153,-0.223287130257704,0.1532762464171827
144.0,0.972972972972973,147.0,0.3248653731089297,-0.2666373365145773,0.1408032106039657
148.0,0.2681159420289855,378.0,0.3834634363111823,-0.0825657033252181,0.1015909028163079
247.0,2.47,210.0,0.5365860691298157,-0.2332586093982536,0.1994644996366082
151.0,1.0,146.0,0.7007426031429711,-0.1213252471723871,0.1718983034353773
149.0,1.0067567567567568,147.0,0.7177816196873492,-0.0991647422016068,0.1595813096312376
132.0,0.9041095890410958,148.0,0.4324641039743883,-0.203193889533093,0.1398024006260473
148.0,0.398921832884097,145.0,0.675285380521165,-0.2661044717120425,0.1854701807241107
148.0,1.0136986301369864,149.0,0.5535331346019786,-0.1688865321118276,0.1510038158980595
134.0,0.9054054054054054,149.0,0.7408610352400736,-0.1294708078388397,0.1653249702590298
147.0,0.3693467336683417,144.0,0.6095039756495014,-0.0695458868567915,0.1518938350376393
210.0,0.9292035398230089,210.0,0.746145338542912,-0.2269032004231075,0.1461433653968665
149.0,1.0205479452054795,147.0,0.6906215999593492,-0.0098802870912153,0.1524769341009669
152.0,0.2447665056360708,148.0,0.6213531232453462,-0.1795092688478508,0.1661872074432356
136.0,0.9379310344827586,153.0,0.5551002885582624,-0.1103837605353794,0.1486775032066245
227.0,2.4148936170212765,138.0,0.6390700271054361,-0.2442090526211161,0.1288233960233714
148.0,0.9932885906040269,151.0,0.5344307983572401,-0.2094207436100042,0.1527368942647239
88.0,0.8712871287128713,207.0,0.955622338329662,-0.2972447514679845,0.2212191875549413
151.0,0.9805194805194806,154.0,0.7430071608013457,0.0395313768485601,0.1489855568443529
142.0,0.3678756476683937,146.0,0.3492615731164321,-0.198504914530287,0.1355765445556747
149.0,0.5,151.0,0.7286382111454671,-0.1429548616355133,0.1604207756526597
86.0,0.9555555555555556,137.0,1.0929073109387677,-0.1306339925484016,0.2403552773575571
149.0,0.2483333333333333,150.0,0.8053622791579607,-0.0590981213769329,0.1662429535303763
145.0,1.0069444444444444,150.0,0.3451489418014321,-0.2115046981821524,0.1306537865818852
148.0,0.3814432989690721,152.0,0.5638781615875041,-0.0741647115171814,0.1494183638677362
146.0,1.0,538.0,0.6697699153276465,-0.1724423364917202,0.10868681207278
141.0,0.9929577464788732,143.0,0.3632023813332321,-0.1390996496727554,0.1356464177887061
146.0,0.9864864864864864,153.0,0.8600013694478642,0.021688655664642,0.1618631232200506
79.0,0.6869565217391305,313.0,1.7297594412336077,-0.136458100224626,0.2507704307712538
147.0,0.4060773480662983,149.0,0.6619028185760176,-0.178831078040063,0.1685839705780374
149.0,0.9867549668874172,146.0,0.2223435883360343,-0.1246733668341708,0.146579943101156
